#GRM219R61E475KA73,,
#In Production,,
#2025/05/05,,
#c_dcbias_capacitance,,
#capacitance  25.0degC  AC0.01Vrms,,
DC Bias[V],Capacitance[F],
23.75,5.006033139479459E-7,
23.875,4.979831906831384E-7,
24.0,4.953919305772089E-7,
24.125,4.928289928875318E-7,
24.25,4.902938461045611E-7,
24.375,4.877859677361741E-7,
24.5,4.853048440982733E-7,
24.625,4.828499701119357E-7,
24.75,4.804208491069184E-7,
24.875,4.780169926308476E-7,
25.0,4.756379202644446E-7,
