#GRM31CR60J107MEA8,,
#In Production,,
#2025/05/05,,
#c_dcbias_capacitance,,
#capacitance  25.0degC  AC0.01Vrms,,
DC Bias[V],Capacitance[F],
5.04,3.228514963254181E-5,
5.0715,3.206670762417024E-5,
5.103,3.1850382085298874E-5,
5.1345,3.1636154857968435E-5,
5.166,3.142400770726994E-5,
5.1975,3.12139223310048E-5,
5.229,3.100588036898762E-5,
5.2605,3.0799863411986006E-5,
5.292,3.0595853010347484E-5,
5.3235,3.0393830682282717E-5,
5.355,3.0193777921807853E-5,
5.3865,2.9995676206430233E-5,
5.418,2.979950700446679E-5,
5.4495000000000005,2.9605251782125692E-5,
5.481,2.9412892010248203E-5,
5.5125,2.922240917082562E-5,
5.5440000000000005,2.9033784763217264E-5,
5.5755,2.884700031010397E-5,
5.607,2.866203736321609E-5,
5.6385,2.8478877508780572E-5,
5.67,2.8297502372753657E-5,
5.7015,2.8117893625826646E-5,
5.733,2.7940032988182603E-5,
5.7645,2.7763902234067186E-5,
5.796,2.7589483196121274E-5,
5.8275,2.7416757769535122E-5,
5.859,2.7245707915986692E-5,
5.8905,2.707631566740997E-5,
5.922,2.6908563129546822E-5,
5.9535,2.6742432485368135E-5,
5.985,2.657790599826912E-5,
6.0165,2.641496601515023E-5,
6.048,2.6253594969289155E-5,
6.0795,2.6093775383103392E-5,
6.111,2.5935489870725295E-5,
6.1425,2.57787211404501E-5,
6.174,2.5623451997044494E-5,
6.2055,2.5469665343925394E-5,
6.237,2.531734418518033E-5,
6.2685,2.5166471627504272E-5,
6.3,2.5017030881978708E-5,
