#GRM186R60J226ME15,,
#In Production,,
#2025/05/05,,
#c_dcbias_capacitance,,
#capacitance  25.0degC  AC0.01Vrms,,
DC Bias[V],Capacitance[F],
5.5125,3.794265998847545E-6,
5.5440000000000005,3.768620672565435E-6,
5.5755,3.743251741083282E-6,
5.607,3.718154915554278E-6,
5.6385,3.693326007579459E-6,
5.67,3.6687609272988673E-6,
5.7015,3.644455681540501E-6,
5.733,3.6204063719674476E-6,
5.7645,3.596609193258923E-6,
5.796,3.573060431315132E-6,
5.8275,3.5497564614763754E-6,
5.859,3.5266937467832903E-6,
5.8905,3.5038688362496346E-6,
5.922,3.4812783631523363E-6,
5.9535,3.458919043362332E-6,
5.985,3.4367876736925895E-6,
6.0165,3.414881130271314E-6,
6.048,3.393196366931927E-6,
6.0795,3.3717304136312364E-6,
6.111,3.350480374909271E-6,
6.1425,3.3294434283408116E-6,
6.174,3.3086168230402723E-6,
6.2055,3.2879978781743548E-6,
6.237,3.267583981497317E-6,
6.2685,3.247372587931482E-6,
6.3,3.2273612181409445E-6,
